keyid,village,intervention,date0,resurvey0,respondent0,homegarden0,va_exposed0,vaknowledgecountgen0,va_sourcegen0,ofsp_known0,ofspknowledgecountgen0,grew_ofsp0,ofsp_future0,goodrf_optionscountgen0,boughtofsp0,freeofsp0,planbuy0,gender0,widow0,education0,electricity0,house0,totalgoods0,sec0,evergrew0,ofspfreqad0,ofspfreqch0,date1,resurvey1,respondent1,ageofhh1,ageofspouse1,homegarden1,toilet1,vas1,va_exposed1,vaknowledgecountgen1,va_sourcegen1,ofsp_known1,ofspknowledgecountgen1,grew_ofsp1,ofsp_future1,price1,amount1,freechoice1,duration1,adult_ate1,child_ate1,adult_greens1,child_greens1,age_for_food1,goodrf_optionscountgen1,boughtofsp1,freeofsp1,planbuy1,nutreventcount1,ageventcount1,evergrew1,adultofspdiet1,childofspdiet1,ofspfreqad1,ofspfreqch1
101062,Kushalpur,Ag Only,09jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,6 Diploma,1 Full,Pucca,3,C1,0,,,31aug2018,0,Spouse of Head,60,55,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,0,0,,,0,0
101063,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
101064,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
101065,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
101066,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
101067,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
101068,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
101069,Kushalpur,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
101200,Kushalpur,Ag Only,,,,,,0,0,,0,1 Yes,,0,,,,,,,,,,,1,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,1,,,0,0
101201,Kushalpur,Ag Only,,,,,,0,0,,0,1 Yes,,0,,,,,,,,,,,1,,,31aug2018,0,Spouse of Head,35,30,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,1 Yes,0 No,,,,,,,1 Ate frequently,1 Ate frequently,6,0,0,0,1,,,1,,,0,0
101202,Kushalpur,Ag Only,,,,,,0,0,,0,1 Yes,,0,,,,,,,,,,,1,,,04sep2018,1,Spouse of Head,35,30,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,8,0,0,0,1,,,1,,,0,0
101203,Kushalpur,Ag Only,,,,,,0,0,,0,1 Yes,,0,,,,,,,,,,,1,,,04sep2018,1,Head of Household,60,55,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",3,1 Yes,1 Yes,,,,,,,2 Ate a few times,2 Ate a few times,6,2,0,0,1,,,1,,,0,0
102001,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,1,2 No Formal Education,1 Full,Pucca,7,A3,0,,,25aug2018,0,Spouse of Head,,38,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,6 No children in this household,5 Did not eat,,6,2,0,1,0,0,3,0,1.5,,1,
102002,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,1 Yes,2 Undecided,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,1,,,06sep2018,1,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,6,1,,,0,0
102003,Gulariha,Ag Only,18dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,4,C1,0,,,25aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,2 Undecided,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,1,0,,,0,0
102004,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,25aug2018,0,Spouse of Head,60,55,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",1,0 No,2 Undecided,,,,,,,5 Did not eat,5 Did not eat,7,1,0,0,1,0,2,0,,,0,0
102005,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,1 Yes,1 Yes,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,1,,,25aug2018,0,Spouse of Head,48,45,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",2,1,"1 Yes, have seen and heard",2,1 Yes,1 Yes,20,1,,1 A few days only,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,0,1,0,0,0,6,1,.54545456,.54545456,1,1
102006,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,2 No Formal Education,1 Full,Hut,4,C1,0,,,25aug2018,0,Spouse of Head,25,22,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,2 It was given to me without my asking,4 3-4 weeks,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,1,0,1,0,0,1,0,4.5454545,4.5454545,3,3
102007,Gulariha,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
102008,Gulariha,Ag Only,18dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,5,C1,0,,,25aug2018,0,Spouse of Head,60,55,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,3 Once or twice a week,4 Less than once a week,5 Did not eat,5 Did not eat,6,1,0,1,0,0,3,0,.54545456,.40000001,1,1
102009,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,3 None,Pucca,5,C1,0,,,25aug2018,0,Head of Household,80,75,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,2,0,,,0,0
102010,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",3,0 No,1 Yes,2,,,,0 Male,0,1 Illiterate,1 Full,Pucca,5,C1,0,,,25aug2018,0,Spouse of Head,55,50,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,1,0,1,0,0,2,0,1.5,1.5,1,1
102011,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",3,0 No,1 Yes,2,,,,0 Male,0,3 4th Standard,3 None,Pucca,2,D2,0,,,25aug2018,0,Spouse of Head,60,49,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,3,0,,,0,0
102012,Gulariha,Ag Only,16dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,1,,,25aug2018,0,Spouse of Head,63,58,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,0,3,1,,,0,0
102013,Gulariha,Ag Only,18dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",1,0 No,1 Yes,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,25aug2018,0,Head of Household,34,29,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,1,0,0,0,0,1,0,,,0,0
102014,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Pucca,3,D1,0,,,25aug2018,0,Head of Household,28,26,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,2,0,1,0,0,2,0,1.5,1.5,1,1
102015,Gulariha,Ag Only,18dec2017,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,0 No,0,,,,0 Male,0,1 Illiterate,3 None,Semi-pucca,2,D2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
102016,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",2,3,"2 Yes, saw it only",2,0 No,1 Yes,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,8,A3,0,,,25aug2018,0,Spouse of Head,,48,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,0,0,2,0,,,0,0
102017,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,1,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,3,D1,0,,,25aug2018,0,Spouse of Head,38,35,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",1,3,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,1 A few days only,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,1,1,0,1,0,5,0,.54545456,.54545456,1,1
102018,Gulariha,Ag Only,18dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,0 No,1,,,,0 Male,1,1 Illiterate,1 Full,Pucca,3,D1,0,,,25aug2018,0,Head of Household,105,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,1,0,0,0,,,0,0
102019,Gulariha,Ag Only,18dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,1 Yes,1 Yes,1,,,,0 Male,0,4 9th Standard,1 Full,Pucca,8,A3,1,,,06sep2018,1,Head of Household,70,65,1 Yes,2 The toilet is not working or is not being used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",4,1 Yes,1 Yes,,,,3 More than a week but less than 2 weeks,1 Nearly every day,1 Nearly every day,4 Ate once – Did not like it,4 Ate once – Did not like it,6,2,0,0,0,0,4,1,13.75,13.75,4,4
102020,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,1 Yes,2 Undecided,1,,,,0 Male,1,1 Illiterate,1 Full,Pucca,6,C1,1,,,25aug2018,0,Head of Household,75,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,,2 About a week,5 Only ate it one or two times total,6 No children in this household,5 Did not eat,,6,0,0,0,0,0,4,1,1.5,,1,
102021,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,2 Undecided,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,06sep2018,1,Head of Household,52,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,1,0,,,0,0
102022,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,0 Male,0,5 High School,2 Partial,Pucca,6,A3,1,,,25aug2018,0,Spouse of Head,59,58,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,3 Ate once – Liked it,3 Ate once – Liked it,6,0,0,0,0,0,3,1,1.5,1.5,1,1
102023,Gulariha,Ag Only,16dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,1,,,,0 Male,0,1 Illiterate,1 Full,Pucca,1,E1,0,,,06sep2018,1,Spouse of Head,66,62,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,0 No,20,2,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,7,0,1,0,0,0,0,0,1.5,1.5,1,1
102024,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,1,1 Illiterate,3 None,Pucca,1,E1,1,,,25aug2018,0,Spouse of Head,65,,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",5,1 Yes,1 Yes,,,,4 3-4 weeks,1 Nearly every day,6 No children in this household,3 Ate once – Liked it,,6,0,0,0,0,0,6,1,31.25,,5,
102025,Gulariha,Ag Only,18dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,3 None,Pucca,2,D2,1,,,06sep2018,1,Spouse of Head,40,35,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,2,0,0,1,0,4,1,1.5,1.5,1,1
102026,Gulariha,Ag Only,18dec2017,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",1,2,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,6 Diploma,1 Full,Pucca,1,D1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
102027,Gulariha,Ag Only,18dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,1,1 Illiterate,1 Full,Pucca,2,D2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,3,0,,,0,0
102028,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,7,B2,1,,,25aug2018,0,Head of Household,65,60,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",2,3,"1 Yes, have seen and heard",4,1 Yes,1 Yes,,,,3 More than a week but less than 2 weeks,2 Once every 3-4 days,5 Only ate it one or two times total,1 Ate frequently,1 Ate frequently,6,2,0,0,0,0,4,1,3.1428571,1.5,2,1
102029,Gulariha,Ag Only,16dec2017,0,Spouse of Head,1 Yes,"3 Yes, has heard about vitamin A",1,1,"3 Yes, heard about it only",2,1 Yes,1 Yes,0,,,,1 Female,0,2 No Formal Education,3 None,Semi-pucca,3,C2,1,,,25aug2018,0,Spouse of Head,32,32,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,2 It was given to me without my asking,1 A few days only,4 Less than once a week,4 Less than once a week,2 Ate a few times,2 Ate a few times,6,0,0,1,0,0,4,1,.40000001,.40000001,1,1
102030,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,3 None,Semi-pucca,4,C1,0,,,25aug2018,0,Spouse of Head,38,36,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,12,0,0,0,1,0,2,0,,,0,0
102031,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",2,3,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,1 Female,0,2 No Formal Education,1 Full,Semi-pucca,5,B2,1,,,25aug2018,0,Spouse of Head,45,42,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,2 It was given to me without my asking,1 A few days only,4 Less than once a week,6 No children in this household,5 Did not eat,,12,0,0,1,0,0,5,1,.40000001,,1,
102032,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
102033,Gulariha,Ag Only,18dec2017,0,Spouse of Head,1 Yes,"3 Yes, has heard about vitamin A",2,3,"2 Yes, saw it only",2,1 Yes,1 Yes,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,3,C2,1,,,06sep2018,1,Spouse of Head,70,65,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",3,1,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,5 More than 4 weeks,1 Nearly every day,1 Nearly every day,3 Ate once – Liked it,3 Ate once – Liked it,6,2,0,0,0,0,7,1,40,40,6,6
102034,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",2,2,"2 Yes, saw it only",2,1 Yes,1 Yes,2,,,,1 Female,0,3 4th Standard,1 Full,Pucca,7,A3,1,,,25aug2018,0,Spouse of Head,45,39,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,1 Yes,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,5,1,,,0,0
102035,Gulariha,Ag Only,18dec2017,0,Spouse of Head,1 Yes,"3 Yes, has heard about vitamin A",4,3,"2 Yes, saw it only",2,1 Yes,1 Yes,2,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,6,C1,1,,,25aug2018,0,Spouse of Head,80,78,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",6,1 Yes,1 Yes,,,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,0,0,0,0,0,8,1,1.5,1.5,1,1
102036,Gulariha,Ag Only,18dec2017,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",1,4,"3 Yes, heard about it only",4,0 No,1 Yes,1,,,,1 Female,0,2 No Formal Education,2 Partial,Pucca,5,B2,0,,,25aug2018,0,Spouse of Head,40,35,0 No,3 There is no toilet facility. ,1 Has heard of VA supplements and child has received,"3 Yes, has heard about vitamin A",1,1,"1 Yes, have seen and heard",3,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,0,0,1,0,0,2,0,.54545456,.54545456,1,1
102037,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,5,C1,1,,,25aug2018,0,Spouse of Head,50,48,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,1 Yes,1 Yes,,,,4 3-4 weeks,2 Once every 3-4 days,2 Once every 3-4 days,1 Ate frequently,1 Ate frequently,12,0,0,0,0,0,2,1,7.1428571,7.1428571,3,3
102038,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,2 Undecided,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,6,B1,0,,,25aug2018,0,Spouse of Head,33,30,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,6 No children in this household,2 Ate a few times,,6,1,0,1,0,0,1,0,1.5,,1,
102039,Gulariha,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
102040,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,2 Partial,Semi-pucca,4,C2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
102041,Gulariha,Ag Only,16dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",0,0 No,0 No,0,,,,0 Male,0,3 4th Standard,3 None,Hut,3,C2,0,,,25aug2018,0,Spouse of Head,42,35,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",1,0 No,0 No,,,,,,,2 Ate a few times,2 Ate a few times,11,0,0,0,1,0,2,0,,,0,0
102042,Gulariha,Ag Only,16dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",1,1 Yes,2 Undecided,1,,,,1 Female,0,1 Illiterate,3 None,Pucca,1,E1,1,,,25aug2018,0,Spouse of Head,35,30,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,1 Yes,0 No,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,8,2,0,1,0,0,7,1,1.5,1.5,1,1
102043,Gulariha,Ag Only,18dec2017,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,1 Yes,0 No,1,,,,0 Male,0,1 Illiterate,3 None,Pucca,4,C2,1,,,25aug2018,0,Head of Household,80,,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",3,1 Yes,0 No,,,,,,,5 Did not eat,5 Did not eat,8,1,0,0,1,0,5,1,,,0,0
